,tokens,full_name,dof,year,month,date,hour,sentiment,text
397,"['you', 'can', 'include', 'cam', 'and', 'knox', 'costs', 'that', 'trade', 'knox', 'plus', 'firsts']","Sydney, New South Wales",3,2022,2,10,13,0.0,@ToddyWoddy1330 You can't include Cam and Knox as costs of that trade. It'd be Knox plus 2 firsts
398,"['agree', 'should', 'free', 'believe', 'whatever', 'within', 'walls', 'your', 'home', 'organised', 'religion', 'should', 'treated', 'under', 'the', 'corporations', 'act', 'subject', 'gst', 'tax', 'etc', 'amp', 'not', 'receive', 'rate', 'concessions', 'etc', 'just', 'like', 'your', 'sexual', 'persuasions', 'your', 'business', 'nobody', 'else', 'esoteric', 'not', 'exoteric']","Sydney, New South Wales",3,2022,2,10,1,0.08333333333333333,"@SewerRatt64 @blakandblack Agree Should be free to believe in whatever within th walls of your home Organised religion should be treated under the Corporations Act subject to gst, tax etc &amp; not receive rate concessions etc Just like your sexual persuasions, your business nobody else’s Esoteric not Exoteric"
399,[''],"Melbourne, Victoria",3,2022,2,10,2,0.0,@SCReviewsmang 🤮🤮🤮🤮
400,"['didn', 'your', 'husband', 'abuse', 'air', 'force', 'plane']","Brisbane, Queensland",3,2022,2,10,6,-0.17647058823529413,@Therese_Rein @ScottMorrisonMP Didn't your husband abuse an Air Force Hostess on an Air Force Plane?🙄🙄🙄
401,"['its', 'cool', 'what', 'else', 'that', 'creative', 'form']","Sunshine Coast, Queensland",3,2022,2,10,9,0.2727272727272727,@RICHIERAMONE its cool.  what else u do in that creative form?
402,"['gotta', 'say', 'approval', 'ratings']","Sydney, New South Wales",3,2022,2,10,1,0.3333333333333333,"@Cyclify Gotta say,  PM's approval ratings"
403,"['not', 'radio', 'fan', 'but', 'made', 'exception', 'driving', 'home', 'day', 'and', 'gotta', 'say', 'totally', 'perplexed', 'with', 'the', 'reaction', 'the', '60s', 'cohort', 'reaction', 'the', 'npc', 'address', 'few', 'commented', 'the', 'issues', 'discussed', 'were', 'too', 'focused', 'damning', 'the', 'abc', 'for', 'airing', 'morrison', 'hatchet', 'job', 'wtf']","Sydney, New South Wales",3,2022,2,10,1,-0.02,"@Cyclify Not a TB radio fan. But made an exception driving home y'day. And gotta say, totally perplexed  with the reaction of the 60s+ cohort's reaction to the NPC Address. Few commented on the issues discussed. Were too focused on damning the ABC for airing a Morrison ""hatchet job"" WTF?"
404,"['you', 'had']","Mirboo North, Victoria",3,2022,2,10,7,0.0,"@aliceinframes @GuyGrossi Ok, you had me at Tiramisu!!"
405,"['want', 'visit', 'restaurant', 'that', 'serves', 'that', 'size', 'tiramisu']","Melbourne, Victoria",3,2022,2,10,0,0.06666666666666667,@aliceinframes @GuyGrossi I want to visit a restaurant that serves THAT size of tiramisu 👀👏
406,"['that', 'what', 'agents', 'and', 'managers', 'are', 'for']","Sydney, New South Wales",3,2022,2,10,4,0.0,@LuvEvelynClaire @Albert14365153 That's what agents and managers are for!!!!!!!! https://t.co/qu4opKVLq3
407,"['what', 'about', 'those', 'dry', 'vag', 'lnp', 'female', 'members']","Doonan - Tinbeerwah, Queensland",3,2022,2,10,7,0.0,@Loud_Lass What about those dry vag LNP female members
408,"['you', 'good', 'man']","Melbourne, Victoria",3,2022,2,10,0,0.5,@vonbrauckmann You're a good man PB.
409,"['congratulations', 'and', 'team']","Victor Harbor - Goolwa, South Australia",3,2022,2,10,8,0.25,@ayton_scott Congratulations @ayton_scott and team 👏👏
410,[''],"Melbourne, Victoria",3,2022,2,10,1,0.0,@oohh_kenito 😫😫😫
411,"['all', 'about', 'though', 'can', 'relate', 'when', 'was', 'therapy']","Wangaratta, Victoria",3,2022,2,10,0,0.0,@CTrajceska All about it. Though I can relate when I was at therapy! https://t.co/K3l2lUVgtN
412,"['looks', 'tasty']","Melbourne, Victoria",3,2022,2,10,22,0.0,@leotardism Looks tasty ❤️
413,"['story', 'our', 'lives', 'for', '2yrs', 'straight']","Brisbane, Queensland",3,2022,2,10,1,0.125,@BennygTheJet Story of our lives for 2yrs straight
414,"['houses', 'our', 'street', 'have', 'legit', 'doubled', 'price', 'shoulda', 'bit', 'the', 'bullet', 'when', 'wer', 'were', 'just', 'scoping', 'outta', 'interest', 'boredom', 'like', '5yrs', 'ago', 'haha']","Brisbane, Queensland",3,2022,2,10,1,0.2222222222222222,@BennygTheJet Houses on our street have legit doubled in price. Shoulda bit the bullet when wer were just scoping outta interest/boredom like 2.5yrs ago haha
415,[''],"Brisbane, Queensland",3,2022,2,10,0,0.0,@SchwabbyBumBum https://t.co/xH0SrjlEHJ
416,"['tell', 'more']","Perth, Western Australia",3,2022,2,10,11,0.0,"@ToroGolf Ok, tell me more……"
417,[''],"Brisbane, Queensland",3,2022,2,10,0,0.2857142857142857,@dmbdubz41 @ThatEricAlper 🙌 https://t.co/VfffArzgjm
418,[''],"Sydney, New South Wales",3,2022,2,10,0,0.16666666666666666,@SummersDenise_ 😂 https://t.co/s6DsKlRf16
419,['perfect'],"Braidwood, New South Wales",3,2022,2,10,4,0.6,@Loud_Lass I'm  so perfect
420,"['absolutely', 'incredible']","Perth, Western Australia",3,2022,2,10,4,0.0,@FierceStudioNFT @shiralazar Absolutely incredible ✊🏼
421,"['hey', 'how', 'are', 'you']","Brisbane, Queensland",3,2022,2,10,11,0.0,@AssyllemNaej Hey how are you
422,['says'],"Melbourne, Victoria",3,2022,2,10,1,0.0,@bach_mp Dim Tim says hi https://t.co/3x3w7gh7C1
423,"['agree', 'smudge', 'just', 'what', 'deserves']","Sydney, New South Wales",3,2022,2,10,8,0.1111111111111111,@kirstym53 @44NatNat I agree  Smudge! Just what he deserves!
424,[''],"Broken Hill, New South Wales",3,2022,2,10,5,0.0,@chipfranklin #turnip.
425,"['here', 'you']","Broken Hill, New South Wales",3,2022,2,10,5,0.0,@Playgro34971152 @chipfranklin Here you go. https://t.co/lbLCBQ1KSs
426,"['one', 'emoji']","Newman, Western Australia",3,2022,2,10,4,-0.2,"@chipfranklin In one emoji

💩"
427,['crazypersonwithoutabrain'],"Sydney, New South Wales",3,2022,2,10,6,0.0,@chipfranklin Crazypersonwithoutabrain
428,"['this', 'sparta', 'cheers', 'mate']","Busselton, Western Australia",3,2022,2,10,8,0.375,@mr_kwu This is Sparta 😂. Cheers mate.
429,"['cheers', 'mate', 'everyone', 'has', 'been', 'welcoming', 'its', 'epic']","Busselton, Western Australia",3,2022,2,10,9,0.18181818181818182,@TchrThom974 Oh cheers mate. Everyone has been so welcoming its epic.
430,"['hey', 'sharon', 'prints', 'over', 'website', 'you', 'wanted', 'take', 'look']","Busselton, Western Australia",3,2022,2,10,17,0.0,@askSharonHarvey Hey Sharon. I do prints over at my website if you wanted to take a look.
431,"['nice', 'brush']","Brisbane, Queensland",3,2022,2,10,10,0.75,@TeddyB_cat Nice brush
432,"['they', 'not', 'wow', 'murphypoo']","Brisbane, Queensland",3,2022,2,10,22,-0.7142857142857143,@RNBreakfast @murpharoo No they’re not!  Wow Murphypoo
433,"['tagging', 'the', 'wonderful']","Sydney, New South Wales",3,2022,2,10,6,1.0,@AliCedroni @Omahdon Tagging the wonderful @DaveSolturaVA 💜
434,"['liquid', 'lunch', 'maybe']","Albany, Western Australia",3,2022,2,10,3,0.0,@strollingrabbi Liquid lunch maybe? 🤪
435,"['can', 'recall', 'much', 'his', 'position']","Sydney, New South Wales",3,2022,2,10,2,0.0,@RyanSmithMP @DanielAndrewsMP He can’t recall much it’s his go to position.
436,"['such', 'skill', 'not', 'recalling', 'major', 'party', 'decisions']","Melbourne, Victoria",3,2022,2,10,15,0.0,@RyanSmithMP @DanielAndrewsMP Such a skill at not recalling major party decisions. https://t.co/lF2tZoykiw
437,"['wow', 'very', 'sexy']","Melbourne, Victoria",3,2022,2,10,1,1.0,@from_aiko_aiko Wow very sexy ❤️❤️❤️❤️
438,[''],"Melbourne, Victoria",3,2022,2,10,6,0.0,@from_aiko_aiko 💋💋💋💋💋💋💋🌹🌹
439,"['you', 'have', 'good', 'eyelashes']","Melbourne, Victoria",3,2022,2,10,8,0.5,@jlattard You do have good eyelashes!!
440,[''],"Melbourne, Victoria",3,2022,2,10,0,0.0,@georgjar https://t.co/PyajBm8Kum
441,"['love', 'lush', 'for', 'virtual', 'play', 'because', 'leaves', 'fingers', 'free', 'type', 'and', 'interact', 'better', 'making', 'perfect', 'for', 'truely', 'hands', 'free', 'virtual', 'play']","Perth, Western Australia",3,2022,2,10,4,0.3448275862068966,"@Lovense I love my lush for virtual play because it leaves my fingers free to type and interact better, making it perfect to for truely hands free virtual play"
442,"['just', 'like', 'aussie', 'footy', 'favourite', 'captain', 'for', 'the', 'fremantle', 'dockers', 'now', 'the', 'news', 'anchor', 'for', 'the', 'sports', 'the', 'local', 'news', 'and', 'retired', 'from', 'sports']","Perth, Western Australia",3,2022,2,10,0,0.13333333333333333,@aneurinBarnard Just like in Aussie Footy. My favourite captain for the Fremantle Dockers is now the news anchor for the sports of the local news and is retired from sports.
443,"['this', 'was', 'entire', 'diet', '1998', '2002']","Melbourne, Victoria",3,2022,2,10,1,0.0,@maximum_chips This was my entire diet 1998-2002
444,"['saw', 'menu', 'last', 'night']","Melbourne, Victoria",3,2022,2,10,1,0.0,@Geraldton_Wax @maximum_chips I saw it on a menu in Melbourne last night
445,"['god', 'every', 'caf', 'tried', 'kill', 'with', 'this', 'shit', 'you', 'didn', 'even', 'have', 'order', 'you', 'wanted', 'potatoes', 'they', 'inexplicably', 'came', 'with', 'cream', 'and', 'some', 'red', 'jam', 'with', 'tiny', 'amount', 'chili', 'which', 'might', 'have', 'been', 'vaguely', 'appropriate', 'for', 'toast']","Melbourne, Victoria",3,2022,2,10,10,-0.08,"@maximum_chips Oh god, every Melbourne café tried to kill us with this shit. You didn't even have to order it: if you wanted potatoes, they inexplicably came with cream and some red jam with a tiny amount of chili in it, which might have been vaguely appropriate for toast."
446,"['probably', 'expects', 'root', 'for', 'his', 'efforts']","Tasmania, Australia",3,2022,2,10,7,0.0,@SmithUnfollow Matt Lawson probably expects a root for his efforts.
447,"['hasn', 'even', 'started', 'yet', 'every', 'dog', 'has', 'its', 'day']","Luddenham, New South Wales",3,2022,2,10,1,0.0,@1Alboforpm @SimoLove @10NewsFirstMelb He hasn't even started yet. Every dog has its day
448,"['oooooh', 'that', 'last', 'line', 'was', 'satisfying', 'that', 'need', 'light', 'cigarette', 'smoker', 'and', 'bask', 'the', 'glow']","Luddenham, New South Wales",3,2022,2,10,1,0.0,@SimoLove @10NewsFirstMelb Oooooh. That last line was so satisfying that I need to light up a cigarette (-ex smoker) and bask in the glow
449,"['been', 'passed', 'the', 'house', 'the', 'senate', 'unlikely', 'debate', 'prior', 'the', 'election', 'that', 'coming', 'interesting', 'see', 'what', 'happens']","Brisbane, Queensland",3,2022,2,10,2,0.037037037037037035,"@ThisIsCorey It’s been passed in the house, the senate is unlikely to debate it prior to the election that’s coming up. Be interesting to see what happens"
450,"['what', 'disappointing', 'the', 'party', 'the', 'claims', 'our', 'friend', 'opposition', 'voted', 'for', 'the', 'eve', 'the', 'election', 'they', 'going', 'lose', 'lot', 'votes', 'over', 'this', 'and', 'possibly', 'could', 'cost', 'them', 'the', 'election', 'mine', 'included']","Brisbane, Queensland",3,2022,2,10,2,-0.024390243902439025,@ThisIsCorey What’s disappointing is the party the claims to be our friend (opposition) voted for it?! On the eve of the election. They’re going to lose a lot of votes over this and possibly could cost them the election. Mine included.
451,"['they', 'said', 'terrible', 'bill', 'push', 'for', 'amendments', 'get', 'one', 'only', 'then', 'bite', 'for', 'the', 'bill', 'anyway', 'that', 'what', 'can', 'understand', 'the', 'statement', 'beliefs', 'one', 'terrible']","Brisbane, Queensland",3,2022,2,10,2,-0.1935483870967742,"@ThisIsCorey They said it’s a terrible bill, push for amendments (get one only), then bite for the bill anyway that’s what we can understand. The statement of beliefs one is terrible."
452,"['yeah', 'does']","Brisbane, Queensland",3,2022,2,10,2,0.25,@ThisIsCorey Yeah. It does.
453,"['then', 'vote', 'for', 'the', 'bill', 'anyway', 'that', 'what', 'can', 'understand', 'dumb', 'autocorrect', 'lol']","Brisbane, Queensland",3,2022,2,10,2,0.0,@ThisIsCorey Then vote for the bill anyway that’s what we can’t understand. Dumb autocorrect lol.
454,"['yeah', 'got', 'what', 'would', 'expect', 'from', 'the', 'libs', 'this', 'labor', 'just', 'shocking', 'they', 'needed', 'labor', 'pass', 'they', 'could', 'have', 'said', 'not', 'until', 'bill', 'that', 'suitable', 'passed']","Brisbane, Queensland",3,2022,2,10,2,0.0,"@ThisIsCorey Yeah. We got what we would expect from the libs on this. Labor is just shocking. They needed labor to pass it, they could have said no, not until it’s a bill that’s suitable to be passed."
455,"['nope', 'failed', 'the', 'opposition', 'tanked', 'voting', 'for', 'but', 'adding', 'trans', 'rights', 'which', 'was', 'unacceptable', 'the', 'conservatives']","Melbourne, Victoria",3,2022,2,10,3,-0.16666666666666666,@ThisIsCorey Nope it failed. The opposition tanked it by voting for it but adding in Trans rights which was unacceptable to the conservatives 🙃.
456,"['nope', 'failed', 'the', 'opposition', 'killed', 'off', 'voting', 'for', 'but', 'adding', 'trans', 'rights', 'which', 'was', 'unacceptable', 'the', 'conservatives']","Melbourne, Victoria",3,2022,2,10,3,-0.28,@ThisIsCorey Nope it failed. The opposition killed it off by voting for it but adding in Trans rights which was unacceptable to the conservatives 🙃.
457,"['how', 'can', 'you', 'choose', 'she', 'both']","Sydney, New South Wales",3,2022,2,10,5,0.0,@CalltoActivism How can you choose she's both
458,"['never', 'been']","Adelaide, South Australia",3,2022,2,10,2,-0.1111111111111111,@FoxandtheFeline I’ve never been to an Adelaide beach 😞
459,"['hell', 'yeah', 'don', 'mistake', 'kindness', 'for', 'weakness', 'some', 'take', 'advantage', 'trace', 'don', 'let', 'happen', 'politely', 'tell', 'them', 'you', 'done', 'all', 'you', 'can', 'amp', 'wish', 'them', 'well', 'they', 'can', 'now', 'take', 'over']","Victoria, Australia",3,2022,2,10,0,-0.05263157894736842,@crumpetscalling Hell yeah it is!!…don’t mistake kindness for weakness. Some take advantage of it Trace. Don’t let it happen. Politely tell them you’ve done all you can &amp; wish them well. They can now take it over☺️❤️🐪
460,"['good', 'girl', 'some', 'people', 'don', 'appreciate', 'our', 'help', 'amp', 'that', 'their', 'choice', 'they', 'should', 'also', 'not', 'expect', 'help', 'them', 'again']","Victoria, Australia",3,2022,2,10,3,0.3181818181818182,@crumpetscalling Good girl…some people don’t appreciate our help…&amp; that’s their choice. They should also not expect us to help them again☺️❤️🐪
461,"['unfortunately', 'they', 'get', 'power', 'again', 'they', 'will', 'kill', 'conservatives']","Brisbane, Queensland",3,2022,2,10,2,-0.25,@Hokeypo62242131 Unfortunately if they get in power again they will kill conservatives!
462,"['and', 'are', 'good', 'examples', 'disarmed', 'population']","Brisbane, Queensland",3,2022,2,10,3,0.21428571428571427,"@PissedoffPatr15 @Hokeypo62242131 Australia, South Africa and Canada are good examples of a disarmed population!"
463,"['love', 'this', 'lot']","Sydney, New South Wales",3,2022,2,10,1,0.375,@jessiemarie_xox I love this a lot 🥵🧨🧨🧨
464,"['old', 'has', 'become', 'old', 'old', 'guy', 'sometimes', 'things', 'frighten', 'and', 'confuse', 'fortunately', 'nobody', 'will', 'ever', 'give', 'special', 'the', 'money', 'would', 'nice']","Brisbane, Queensland",3,2022,2,10,9,0.1,@NILES100 Old he has become old. As an old guy sometimes things frighten and confuse me fortunately nobody will ever give me a Netflix special .The money would be nice .
465,"['yep', 'think', 'one', 'kids', 'got', 'from', 'her', 'friends', 'before', 'she', 'went', 'back', 'school']","Brisbane, Queensland",3,2022,2,10,1,0.0,@discoball2000 Yep! We think one of my kids got if from her friends BEFORE she went back to school.
466,"['isn', 'trying', 'skew', 'the', 'federal', 'election', 'the', 'wealthy', 'person', 'league', 'with', 'the']","South Australia, Australia",3,2022,2,10,13,0.10526315789473684,@jean15849180 Isn't Palmer trying to skew the Federal election. Is he the wealthy person in league with the Russians.?
467,"['reminds', 'forrest', 'gump', 'when', 'addresses', 'his', 'wife', 'jennny']","Melbourne, Victoria",3,2022,2,10,2,-0.13333333333333333,"@Narty0071 @WeAreAllVIPs It's reminds me of Forrest Gump when he addresses his wife, JENNNY 😒"
468,"['did', 'explain', 'why', 'this', 'his', 'belief']","Adelaide, South Australia",3,2022,2,10,9,0.0,@AngryScotland @chrisgrinter56 Did he explain WHY this is his belief?
469,"['precisely', 'totally', 'inexplicable', 'and', 'that', 'why', 'love', 'see', 'him', 'try', 'explain']","Adelaide, South Australia",3,2022,2,10,10,0.16666666666666666,"@chrisgrinter56 @AngryScotland Precisely, it's totally inexplicable... and that's why I'd love to see him TRY to explain it."
470,"['this', 'like', 'all', 'his', 'other', 'reviews', 'will', 'never', 'see', 'the', 'light', 'day', 'again', 'problem', 'solved']","Sydney, New South Wales",3,2022,2,10,4,0.03571428571428571,"@drongojourno @canberratimes @australian @GuardianAus @InQldMedia @SkyNewsAust @smh @abcnews @RadioNational @crikey_news @TheNewDailyAu This like all his other reviews will never see the light of day again!
Problem solved."
471,"['parliament', 'works']","Perth, Western Australia",3,2022,2,10,0,0.0,@LesStonehouse Parliament works? 🤔
472,"['isn', 'the', 'interests', 'types', 'have', 'educated', 'engaged', 'voters', 'hence', 'the', 'rabid', 'destruction', 'education', 'and', 'funding']","Melbourne, Victoria",3,2022,2,10,1,-0.06896551724137931,"@LesStonehouse It isn't in the interests of John Howard types to have educated engaged voters, hence the LNP rabid destruction of education and it's funding. https://t.co/NdL1HEMKdW"
473,"['and', 'the', 'part', 'played', 'msm']","Brisbane, Queensland",3,2022,2,10,0,0.0,@LesStonehouse @uplatewithjase And the part played by MSM
474,"['exquicito', 'asi', 'como', 'sur']","Canberra, Australian Capital Territory",3,2022,2,10,4,0.0,@__Reeegalona Se ve exquicito.!!!! Asi como en el sur.
475,"['estaba', 'deli', 'saludos', 'buen', 'dia']","Canberra, Australian Capital Territory",3,2022,2,10,10,0.0,@__Reeegalona Estaba deli. Saludos y buen dia
476,"['congratulations', 'lovely', 'see', 'celebration', 'success', 'for', 'all']","Central Coast, New South Wales",3,2022,2,10,8,0.5263157894736842,@LizHalcomb @LornaMoxham @Sharon_MJames @UoWnursing @sue_mcinnes @JaneODes Congratulations … lovely to see a celebration of success for all
477,"['try', 'deleting', 'the', 'pool']","South Australia, Australia",3,2022,2,10,4,0.0,@ajcookmech I'd try deleting the ut pool
478,"['think', 'but', 'not', 'familiar', 'with', 'the', 'the', 'screen', 'basically', 'the', 'blank', 'piece', 'paper', 'amp', 'the', 'isobus', 'ecu', 'sends', 'all', 'the', 'layout', 'amp', 'its', 'stored', 'the', 'object', 'pool', 'deleted', 'the', 'ecu', 'resends']","South Australia, Australia",3,2022,2,10,5,0.0,"@ajcookmech I'd think so but I'm not familiar with the UT on the screen.
Basically the UT is a blank piece of paper &amp; the ISOBUS ECU sends it all the layout &amp; its stored on the VT as an object pool. If it is deleted the ECU resends it."
479,"['welcome', 'entire', 'life']","Melbourne, Victoria",3,2022,2,10,11,0.25,@TimothyJ_23 @lpolkinghxrne Welcome to my entire life
480,['that'],"Melbourne, Victoria",3,2022,2,10,11,0.0,@TimothyJ_23 @lpolkinghxrne That's it
481,"['withdrawal', 'will', 'solve', 'the', 'problem']","Braidwood, New South Wales",3,2022,2,10,3,-0.5714285714285714,@MarkwellGiddy @edwardatport Withdrawal will solve the problem
482,"['can', 'narrow', 'down']","Gold Coast, Queensland",3,2022,2,10,5,0.0,@strollingrabbi Can't narrow it down to 1
483,"['just', 'one']","Perth, Western Australia",3,2022,2,10,0,0.0,@strollingrabbi Just one?
484,['brilliant'],"Ras Al Khaimah, United Arab Emirates",3,2022,2,10,2,1.3333333333333333,@labyrinthweaver Brilliant 😂👏🏼👏🏼👏🏼👏🏼
485,"['absolutely', 'ruby']","Hervey Bay, Queensland",3,2022,2,10,0,0.0,"@rubyeve70 Absolutely Ruby, 🤛🏻✌🏻💕😀⭐️"
486,"['radhe', 'radhe']","New Delhi, India",3,2022,2,10,1,0.0,@SouleFacts Radhe Radhe
487,"['indeed', 'that', 'would', 'the', 'highlight', 'for', 'seen', 'him', 'lot', 'the', 'test', 'series', 'and', 'felt', 'very', 'good', 'about']","Sydney, New South Wales",3,2022,2,10,0,0.21739130434782608,"@beastieboy07 Indeed, that would be the highlight for me. Seen him a lot in the test series and felt very good about it"
488,"['honoris', 'causa', 'pero', '100', 'fale']","Gold Coast, Queensland",3,2022,2,10,9,-0.05555555555555555,"@javihnarvaez @DanielSamperO @eldoctorpelaez Si, el es Dr. Es un Honoris causa pero si lo es. 100% no Fale."
489,"['para', 'los', 'mejores', 'lejos']","Gold Coast, Queensland",3,2022,2,10,9,0.0,"@DanielSamperO @guilloarango @udsnoexisten 
Para mi los mejores. Lejos"
490,"['menos', 'barra', 'brava']","Bogotá, D.C., Colombia",3,2022,2,10,11,0.0,@DanielSamperO El menos barra brava?
491,[''],"Melbourne, Victoria",3,2022,2,10,1,0.0,@Explosivez93 https://t.co/SfZ3cxkZ3T
492,"['she', 'had', 'done', 'everything', 'right', 'vaxxed', 'masks', 'very', 'responsibly', 'avoiding', 'teenage', 'haunts', 'protect', 'herself', 'her', 'family', 'and', 'the', 'children', 'that', 'she', 'cares', 'for', 'livid', 'with', 'perrotet', 'and', 'hazzard', 'simply', 'incomprehensible', 'that', 'they', 'let', 'rip']","Canberra, Australian Capital Territory",3,2022,2,10,0,-0.05128205128205128,"@KateEmerson88 She had done everything right. Vaxxed. Masks. Very responsibly avoiding teenage haunts to protect herself, her family and the children that she cares for. I am livid with Perrotet and Hazzard. Simply incomprehensible that they let it rip."
493,"['deltasigma', 'collection', 'deltasigma', 'nft', 'ford', 'raptor', '2016', 'nft', '2880x2880']","Melbourne, Victoria",3,2022,2,10,0,0.0,"@furkankoykiran DELTASIGMA COLLECTION By DeltaSigma, 1/1 NFT 
-
FORD RAPTOR 2016 NFT
-
2880x2880
-
#NFT #art #Ford #NFTs #NFTartist #NFTdrop #raptor #cryptocurrency #nftart
-
https://t.co/GInocnFdcT"
494,"['you', 'want', 'slice', 'shredded', 'constitution', 'with', 'that']","Melbourne, Victoria",3,2022,2,10,1,0.1,@radiochick841 You want a slice of shredded constitution with that?
495,"['obviously', 'your', 'racist', 'little', 'book', 'not', 'allowed', 'figuratively', 'substitute', 'for', 'the', 'entire', 'convicts', 'always', 'like', 'project', 'their', 'racism', 'social', 'dumbocrat', 'more', 'like']","Coober Pedy, South Australia",3,2022,2,10,2,-0.0625,"@PeterFriend4 @AlboMP Obviously in your racist little book I’m not allowed to figuratively substitute Albo for the entire Labor Party. 
Convicts always like to project their lo-fi racism. Social Dumbocrat more like."
496,"['naughty', 'alysha']","Doonan - Tinbeerwah, Queensland",3,2022,2,10,5,0.0,@Dcuplover Naughty Alysha
497,"['love', 'that', 'situation']","Sydney, New South Wales",3,2022,2,10,0,0.6,@surfsidecouple Love that situation 😍😍😍
498,[''],"Sunshine Coast, Queensland",3,2022,2,10,20,0.0,@jackwhitey41 #SaudiArabiaOfLithium $AVZ
499,"['that', 'what', 'meant', 'but', 'six', 'years', 'university', 'never', 'used', 'the', 'word', 'gender', 'real', 'has', 'nothing', 'with', 'modern', 'medicine', 'has', 'many', 'possible', 'meanings', 'which', 'are', 'subjective', 'has', 'none']","Tasmania, Australia",3,2022,2,10,2,0.0,"@chilijellybeans That's what I meant
But in six years at university we never used the word gender so if it's real at has nothing to do with modern medicine
It has so many possible meanings which are subjective it has none."
500,[''],"Sydney, New South Wales",3,2022,2,10,0,0.0,@01wonderful たとえば村上春樹さん的な小説ということですかね😆
501,"['all', 'true', 'mal', 'unless', 'you', 'get', 'the', 'then', 'they', 'write', 'you', 'off']","Gold Coast, Queensland",3,2022,2,10,3,0.13333333333333333,@peters_malcolm All true Mal. Unless you get the Rona then they write you off.
502,"['what', 'bunch', 'toadies', 'morrison', 'commands', 'give', 'them', 'any', 'job', 'they', 'rush', 'please', 'him', 'remember', 'when', 'australians', 'held', 'crawlers', 'contempt']","Brisbane, Queensland",3,2022,2,10,1,-0.04,"@SenatorDodson @BernardKeane What a bunch of toadies Morrison commands. Give them any job, they'll rush to please him. Remember when Australians held crawlers in contempt?"
503,"['yeah', 'really', 'good', 'thanks', 'been', 'far', 'too', 'long', 'since', 'seen', 'you', 'though', 'which', 'sucks']","Perth, Western Australia",3,2022,2,10,4,0.17647058823529413,"@MissTrishaHayes Yeah really good thanks! Been far too long since I’ve seen you though, which sucks 😁☕️"
504,['from'],"Melbourne, Victoria",3,2022,2,10,20,0.0,"GM from #10!
#NFTs #sketch #nftartist #nftcommunity https://t.co/hZ48LJPDOc"
505,"['dune', 'again']","Castlemaine, Victoria",3,2022,2,10,7,0.0,@bear_roar Dune (again)!
506,[''],"Melbourne, Victoria",3,2022,2,10,10,0.0,@Drbasil14 @USAbilAraby @USAmbIraq ولما لا تدين ب شدة ماكان ولايزال يفعله القائانكم في العراق
507,"['appreciation', 'you', 'looking', 'put', 'for', 'your', 'community', 'appreciate', 'the', 'fuck', 'out', 'you', 'proud', 'you', 'every', 'day']","Sydney, New South Wales",3,2022,2,10,0,0.09523809523809523,@twoootles Appreciation to you looking put for your community. We appreciate the fuck out of you. Proud of you. Every day.
508,"['freaking', 'down', 'gotta', 'organise']","Sydney, New South Wales",3,2022,2,10,1,0.0,@tinyandtrash @twoootles I'm freaking DOWN. We gotta organise!
509,"['holographic', 'choc', 'mate']","Melbourne, Victoria",3,2022,2,10,3,0.0,@DrGrahams @Selfcare_4eva HOLOGRAPHIC CHOC MATE
510,[''],"Sydney, New South Wales",3,2022,2,10,0,0.0,@JaeMargal 🙂❤️ https://t.co/wAvxmUg53K
511,"['now', 'wracking', 'brain', 'for', 'dish', 'that', 'rhymes', 'with', 'stasi', 'thanks']","Castlemaine, Victoria",3,2022,2,10,6,0.15384615384615385,@profholden Now wracking my brain for a dish that rhymes with Stasi. Thanks.
512,"['religion', 'thro', 'any', 'the', 'ages', 'even', 'today', 'have', 'lot', 'answer', 'for']","South Australia, Australia",3,2022,2,10,2,0.0,"@EddyJokovich Religion thro any of the ages ,even today ,have a lot to answer for."
513,"['long', 'you', 'splash', 'them', 'with', 'holy', 'water', 'first', 'then', 'fine']","Perth, Western Australia",3,2022,2,10,0,0.11764705882352941,"@EddyJokovich @andrea_weymouth As long as you splash them with holy water first, then it's fine 🙄"
514,"['wamberal', 'beach', 'the', 'central', 'coast']","Central Coast, New South Wales",3,2022,2,10,21,0.0,@GrouperDoc Wamberal beach on the central coast of NSW
515,"['people', 'forget', 'the', 'the', 'government', 'not', 'labor']","Adelaide, South Australia",3,2022,2,10,5,-0.1,"@melissak8888 People forget the LNP is the Government, not Labor."
516,['wrong'],"Sydney, New South Wales",3,2022,2,10,1,-0.5,@HaydenJOConnor @melissak8888 @RebeccaHurst19 Wrong!
517,"['but', 'lnp', 'members', 'crossed', 'the', 'floor']","Melbourne, Victoria",3,2022,2,10,0,0.0,@melissak8888 @theozseawitch But 5 LNP members crossed the floor.
518,"['the', 'noise', 'deafening', 'and', 'are', 'outraged', 'the', 'wait', 'they', 'aren']","Brisbane, Queensland",3,2022,2,10,2,-0.15789473684210525,"@ProudOldSoldier The noise is deafening. Grace and Brittany are outraged at the Labor Party. 

Oh wait, they aren't 🙄🙄🙄🙄"
519,"['totally', 'with', 'you', 'just', 'people', 'behaving', 'badly', 'front', 'camera', 'not', 'interested']","Melbourne, Victoria",3,2022,2,10,2,-0.2777777777777778,@polarsprite I'm totally with you. It's just people behaving badly in front of a camera. I'm not interested.
520,[''],"Sydney, New South Wales",3,2022,2,10,0,0.16666666666666666,@pragain0222 😂 https://t.co/xy5io1RlLO
